time,open,high,low,close,Plot,Plot,Plot,Plot,Volume,Volume MA
2023-05-29T05:40:00+02:00,28072.83,28082.58,28072.83,28082.58,28074.98507311061,28089.026953951354,28114.52975607444,28163.52177226552,0.16588,0.4961425000000002
2023-05-29T05:41:00+02:00,28082.05,28085.14,28074.6,28085.11,28075.94935186198,28088.873347914046,28113.947186647223,28162.741555626064,0.36572,0.5133885000000002
2023-05-29T05:42:00+02:00,28084.02,28084.02,28076.21,28077.01,28076.05036597036,28088.408118584084,28113.215757208665,28161.888505321327,0.25171,0.5181230000000002
2023-05-29T05:43:00+02:00,28079.05,28085.25,28079.04,28081.65,28076.583664449376,28088.143094325886,28112.590692709484,28161.090112233553,0.05578,0.5003365000000002
2023-05-29T05:44:00+02:00,28080.17,28080.17,28080.15,28080.17,28076.9252202161,28087.830423960164,28111.948698794444,28160.28493698745,0.06938,0.5036135000000003
2023-05-29T05:45:00+02:00,28080.8,28080.97,28066.59,28066.59,28075.94091352885,28086.997466157805,28111.05050673911,28159.352649057226,0.07194,0.4520495000000002
2023-05-29T05:46:00+02:00,28070.78,28070.78,28061.38,28061.38,28074.554159859435,28085.992859641814,28110.066932348236,28158.3777968278,0.29448,0.45906150000000023
2023-05-29T05:47:00+02:00,28060.35,28062.88,28058.88,28058.88,28073.061382729964,28084.929610244097,28109.053329727478,28157.38776899867,0.13135,0.4536990000000002
2023-05-29T05:48:00+02:00,28060.86,28060.86,28058.11,28059.13,28071.734584374728,28083.91786082276,28108.064748940797,28156.4100797549,0.06699,0.4566950000000002
2023-05-29T05:49:00+02:00,28059.03,28059.03,28053.26,28053.28,28069.977004910466,28082.716376084612,28106.979902427116,28155.38390980709,0.11365,0.4552000000000002
2023-05-29T05:50:00+02:00,28051.18,28058.08,28051.18,28057.55,28068.793480633278,28081.729459375412,28106.001092478065,28154.410438067716,0.25572,0.45934050000000026
2023-05-29T05:51:00+02:00,28053.28,28054.9,28051.19,28054.9,28067.470292001537,28080.677323713633,28104.989189656717,28153.420284455104,0.10967,0.22715000000000027
2023-05-29T05:52:00+02:00,28048.57,28048.57,28034.18,28034.18,28064.29978800139,28078.853899254274,28103.587027485297,28152.233813963012,0.29322,0.17348850000000027
2023-05-29T05:53:00+02:00,28031.02,28041.81,28011.77,28018.53,28059.940760572685,28076.488256146262,28101.90272991133,28150.903427754423,1.1919,0.20418650000000027
2023-05-29T05:54:00+02:00,28016.91,28016.91,27895.38,27929.6,28047.527354803857,28070.72793237582,28098.490794665562,28148.701403597664,7.80656,0.5943485000000003
2023-05-29T05:55:00+02:00,27923.07,27952.52,27907.5,27951.18,28038.35141625111,28066.039778165003,28095.57374922664,28146.73601649719,1.11471,0.6456530000000003
2023-05-29T05:56:00+02:00,27957.5,27982.63,27957.5,27981.46,28032.933186131955,28062.722924119316,28093.314071024135,28145.091479019608,0.48992,0.6686620000000002
2023-05-29T05:57:00+02:00,27981.91,27994.36,27980.45,27980.91,28027.978596976533,28059.514574153854,28091.088247835538,28143.457832462198,0.46219,0.6786325000000002
2023-05-29T05:58:00+02:00,27976.99,27976.99,27957.89,27967.47,28022.21587345496,28055.904983010565,28088.640361739785,28141.70670975113,0.36662,0.6878170000000001
2023-05-29T05:59:00+02:00,27974.87,27974.87,27946.27,27948.36,28015.181980744965,28051.687532696425,28085.862532794443,28139.782861892912,1.46835,0.7572870000000002
2023-05-29T06:00:00+02:00,27949.49,27997.53,27949.49,27997.53,28013.500839721633,28049.5637078848,28084.113373729208,28138.367410530795,8.23732,1.1608590000000003
2023-05-29T06:01:00+02:00,28000.13,28004.33,27987.35,28001.57,28012.364569271955,28047.68160169324,28082.478851477143,28137.006242266805,1.78123,1.2316345000000004
2023-05-29T06:02:00+02:00,28000.21,28005.49,27997.41,28003.2,28011.491753150814,28045.93722515625,28080.90897323007,28135.674836871116,0.20122,1.2291100000000004
2023-05-29T06:03:00+02:00,28003.62,28019.99,28003.6,28017.98,28012.109681422164,28044.840863385416,28079.66285494829,28134.503743966925,1.56717,1.3046795000000004
2023-05-29T06:04:00+02:00,28017.01,28024.7,27985.7,28000.56,28011.00971176291,28043.10435893893,28078.096461780995,28133.170970395116,2.65885,1.4341530000000007
2023-05-29T06:05:00+02:00,28001.57,28011.7,27997.62,27997.62,28009.734501118823,28041.320658588385,28076.5028684784,28131.822204520537,0.95867,1.4784895000000007
2023-05-29T06:06:00+02:00,27997.4,27997.4,27976.74,27981.34,28007.03026291703,28038.968475898644,28074.618455241205,28130.324869152173,0.33763,1.4806470000000007
2023-05-29T06:07:00+02:00,27980.6,27981.92,27965.9,27966.53,28003.17309502017,28036.1277513536,28072.478089790886,28128.695069459118,1.45814,1.5469865000000005
2023-05-29T06:08:00+02:00,27968.77,27977.85,27968.77,27974.7,28000.461371684916,28033.71881992797,28070.54188999305,28127.16278021077,0.35677,1.5614755000000007
2023-05-29T06:09:00+02:00,27977.53,27982.45,27965.75,27966.22,27997.200288667304,28031.071807381773,28068.476109993186,28125.561359512154,0.47935,1.5797605000000006
2023-05-29T06:10:00+02:00,27964.4,27979.84,27955.33,27976.59,27995.237404032323,28028.93526591582,28066.656583062628,28124.079057427454,3.22501,1.7282250000000006
2023-05-29T06:11:00+02:00,27968.49,27977.07,27960.56,27962.55,27992.124317934005,28026.331922154415,28064.595066566337,28122.471803124692,0.92263,1.7688730000000004
2023-05-29T06:12:00+02:00,27962.02,27963.62,27955.55,27957.58,27988.83438289267,28023.635768344437,28062.4759563373,28120.83108866574,0.10188,1.7593060000000005
2023-05-29T06:13:00+02:00,27957.11,27957.11,27940.04,27940.04,27984.187298807654,28020.357502919163,28060.051481954382,28119.032172360607,0.32418,1.7159200000000006
2023-05-29T06:14:00+02:00,27942.05,27950.78,27933.01,27936.95,27979.68850844502,28017.086620451744,28057.613828846374,28117.220409451547,0.62416,1.3568000000000005
2023-05-29T06:15:00+02:00,27935.43,27953.03,27920.99,27949.86,27976.847698116922,28014.450282394813,28055.480089661298,28115.55513174556,2.1648,1.4093045000000006
2023-05-29T06:16:00+02:00,27945.71,27956.46,27935.3,27935.3,27972.89077448674,28011.34634975188,28053.100285905628,28113.761548345108,0.61275,1.4154460000000004
2023-05-29T06:17:00+02:00,27942.69,27942.69,27930.82,27930.84,27968.885938821335,28008.189237996903,28050.67929014512,28111.9414334362,0.52115,1.4183940000000004
2023-05-29T06:18:00+02:00,27931.36,27933.75,27915.03,27915.03,27963.756801790732,28004.535934546046,28047.993165587788,28109.982115690567,0.80667,1.4403965000000003
2023-05-29T06:19:00+02:00,27911.86,27926.09,27911.86,27916.07,27959.215201620187,28001.066682210905,28045.380825675158,28108.052641902603,0.36222,1.3850900000000004
2023-05-29T06:20:00+02:00,27912.38,27915.75,27899.49,27899.49,27953.52708718017,27997.083282908516,28042.491898434066,28105.977391734417,0.79665,1.0130565000000002
2023-05-29T06:21:00+02:00,27902.63,27907.86,27895.18,27895.46,27947.996888401107,27993.09805612779,28039.580375692796,28103.882691319148,0.37235,0.9426125000000003
2023-05-29T06:22:00+02:00,27894.87,27903.34,27888.21,27891.95,27942.659089505763,27989.131465691407,28036.6570019167,28101.77390832095,0.82534,0.9738185000000004
2023-05-29T06:23:00+02:00,27889.98,27889.98,27876.29,27876.52,27936.360128600452,27984.71532978194,28033.485972175775,28099.532575899844,0.53136,0.9220280000000003
2023-05-29T06:24:00+02:00,27881.38,27895.48,27881.38,27887.03,27931.662021114695,27980.884532535587,28030.58585391487,28097.418122408304,0.53555,0.8158630000000002
2023-05-29T06:25:00+02:00,27886.25,27908.54,27883.59,27908.54,27929.459923865677,27978.047492043996,28028.169104332395,28095.538738105734,0.92694,0.8142765000000003
2023-05-29T06:26:00+02:00,27913.18,27927.73,27912.82,27912.82,27927.875169211802,27975.489551179526,28025.884963652545,28093.72064120916,0.77027,0.8359085000000002
2023-05-29T06:27:00+02:00,27919.82,27967.84,27919.82,27967.84,27931.68134357258,27975.18956878033,28024.7355584317,28092.468097515535,0.25233,0.7756180000000003
2023-05-29T06:28:00+02:00,27965.21,27975.15,27944.79,27960.83,27934.457406089477,27974.626448436004,28023.470101829094,28091.15826569946,0.86833,0.8011960000000002
2023-05-29T06:29:00+02:00,27961.73,27961.77,27950.22,27956.1,27936.518605509526,27973.899921046355,28022.136040406735,28089.814402359167,0.35498,0.7949775000000001
2023-05-29T06:30:00+02:00,27956.22,27964.26,27954.45,27955.27,27938.304452603857,27973.16933590728,28020.81196039868,28088.475652086938,0.6392,0.6656870000000003
2023-05-29T06:31:00+02:00,27960.21,27962.7,27956.93,27959.41,27940.314504736823,27972.629754106994,28019.596079994746,28087.19141674279,0.56691,0.6479010000000003
2023-05-29T06:32:00+02:00,27953.06,27954.24,27941.28,27941.28,27940.40645666665,27971.40035198515,28018.045266529505,28085.739561849827,1.23002,0.7043080000000003
2023-05-29T06:33:00+02:00,27934.68,27934.7,27923,27930.77,27939.488698888872,27969.807004848477,28016.31704342991,28084.19757615978,1.66313,0.7712555000000003
2023-05-29T06:34:00+02:00,27933.2,27935.66,27925.91,27932.35,27938.808822804218,27968.338102697555,28014.654329698624,28082.68665500396,1.87115,0.8336050000000004
2023-05-29T06:35:00+02:00,27930.82,27931.25,27924.59,27924.59,27937.454649203817,27966.622490827063,28012.870877625384,28081.113553959145,0.10706,0.7307180000000004
2023-05-29T06:36:00+02:00,27923.34,27923.34,27917.76,27917.76,27935.578968327263,27964.706314716197,28010.98749391003,28079.48814546204,0.02737,0.7014490000000004
2023-05-29T06:37:00+02:00,27916.88,27916.89,27901.61,27901.61,27932.343828486573,27962.231949433208,28008.821602941516,28077.718213666398,0.01561,0.6761720000000004
2023-05-29T06:38:00+02:00,27899.62,27900.46,27894.4,27895.28,27928.81394005928,27959.606382788766,28006.573254368417,28075.90290805778,0.04745,0.6382110000000003
2023-05-29T06:39:00+02:00,27894.39,27902.65,27886.86,27902.32,27926.290707672684,27957.35985797352,28004.508833489836,28074.175714942776,0.47346,0.6437730000000003
2023-05-29T06:40:00+02:00,27908.34,27928.5,27906.92,27920.88,27925.775402180047,27955.92927530789,28002.852816985087,28072.65038444583,0.81375,0.6446280000000003
2023-05-29T06:41:00+02:00,27916.05,27916.05,27903.47,27903.47,27923.6510781629,27953.87204882523,28000.884840411123,28070.96699753592,0.00276,0.6261485000000003
2023-05-29T06:42:00+02:00,27909.41,27916.69,27880.03,27881.63,27919.649070718813,27951.03902730267,27998.523358422783,28069.083047311684,2.62974,0.7163685000000003
2023-05-29T06:43:00+02:00,27886.43,27903.34,27886.43,27900.18,27917.794873507497,27949.044555643744,27996.575965186687,28067.40241997525,0.66572,0.7230865000000003
2023-05-29T06:44:00+02:00,27904.93,27921.87,27898.56,27920.72,27918.073456982973,27947.933788755756,27995.073866866158,28065.94289340833,0.29243,0.7109305000000002
2023-05-29T06:45:00+02:00,27924.89,27924.89,27903.53,27904.47,27916.77788965126,27946.22932645161,27993.27973088861,28064.336197951532,0.3223,0.6806985000000003
2023-05-29T06:46:00+02:00,27903.27,27903.29,27902.43,27902.47,27915.415233493997,27944.5132744339,27991.48151839577,28062.725589016693,0.01754,0.6430620000000002
2023-05-29T06:47:00+02:00,27905.08,27916.86,27903.23,27916.86,27915.552830304092,27943.428832299236,27990.003864566148,28061.274190121003,0.10335,0.6356130000000003
2023-05-29T06:48:00+02:00,27909.76,27914.29,27909.76,27914.29,27915.43256075132,27942.286132993384,27988.504580119294,28059.811660866068,0.02029,0.5932110000000003
2023-05-29T06:49:00+02:00,27912.34,27912.88,27904.33,27904.33,27914.3751740131,27940.797657189723,27986.837756750596,28058.26457966342,0.23821,0.5873725000000003
2023-05-29T06:50:00+02:00,27901.52,27901.52,27881.96,27881.96,27911.288014583282,27938.490298084245,27984.76096948821,28056.51030523891,0.24998,0.5679115000000003
2023-05-29T06:51:00+02:00,27886.19,27900.85,27882.84,27900.79,27910.28820367059,27937.01185502212,27983.098178013195,28054.960849465388,0.57374,0.5682530000000003
2023-05-29T06:52:00+02:00,27899.26,27910.27,27894.18,27897.6,27909.07980332101,27935.466292080077,27981.40514478521,28053.39506986872,0.37941,0.5257225000000003
2023-05-29T06:53:00+02:00,27894.88,27894.88,27893.73,27893.74,27907.618869671387,27933.829966900466,27979.66920132412,28051.806462208333,0.01691,0.4434115000000003
2023-05-29T06:54:00+02:00,27892.96,27893.2,27888.7,27893.04,27906.23040589316,27932.230360355352,27977.95377159493,28050.226696415215,0.10821,0.35526450000000026
2023-05-29T06:55:00+02:00,27891.42,27903.62,27891.42,27901.75,27905.80370057,27931.035052106123,27976.444786018794,28048.749316351383,0.15961,0.35789200000000027
2023-05-29T06:56:00+02:00,27913.54,27932.43,27913.54,27931.59,27908.25953861095,27931.056814768628,27975.556572434263,28047.58355200958,0.23793,0.3684200000000003
2023-05-29T06:57:00+02:00,27935.5,27955.66,27935.5,27935.89,27910.891011124193,27931.24635144437,27974.771095752396,28046.47217338262,0.24881,0.3800800000000003
2023-05-29T06:58:00+02:00,27939.52,27942.76,27938.82,27938.83,27913.551867207603,27931.543749426943,27974.05939088601,28045.4011069808,0.1304,0.3842275000000003
2023-05-29T06:59:00+02:00,27945.84,27967.83,27945.84,27967.71,27918.709784616403,27932.962033763142,27973.933660373415,28044.628061140196,0.27819,0.37446400000000024
2023-05-29T07:00:00+02:00,27969.12,27980.12,27963.79,27963.79,27923.00313846246,27934.170973615568,27973.732795811567,28043.82370232288,0.86747,0.37715000000000026
2023-05-29T07:01:00+02:00,27956.24,27965.3,27955.09,27961.95,27926.712363370796,27935.26034719927,27973.49947312223,28043.009038618173,0.39056,0.3965400000000002
2023-05-29T07:02:00+02:00,27964.37,27964.37,27959.81,27960.6,27929.939757335484,27936.25405907381,27973.244038010896,28042.189048184162,0.09741,0.26992350000000026
2023-05-29T07:03:00+02:00,27957.33,27957.77,27955.92,27957.1,27932.526447113058,27937.07154695327,27972.92435408989,28041.3423909883,0.04141,0.23870800000000023
2023-05-29T07:04:00+02:00,27953.39,27953.64,27949.94,27951.31,27934.315356911815,27937.629917660986,27972.49634707821,28040.44654630185,0.04194,0.22618350000000023
2023-05-29T07:05:00+02:00,27952.61,27958.11,27952.61,27955.81,27936.362465777358,27938.342862066438,27972.165924363788,28039.60439161228,0.11204,0.21567050000000024
2023-05-29T07:06:00+02:00,27956.66,27967.93,27956.65,27966.39,27939.222230941417,27939.442749828537,27972.05154962391,28038.875890203202,0.10957,0.2202720000000002
2023-05-29T07:07:00+02:00,27968.37,27968.37,27964.46,27965.55,27941.729637518427,27940.466563560753,27971.922806067,28038.14627935541,0.49954,0.2400815000000002
2023-05-29T07:08:00+02:00,27962.12,27976.78,27962.12,27976.78,27945.067767278575,27941.890619891703,27972.018988125077,28037.53566961058,0.9919,0.2886620000000002
2023-05-29T07:09:00+02:00,27982.1,28000.85,27980.01,28000.85,27950.38036087109,27944.20275244497,27972.589899251314,28037.170638072166,0.56629,0.3050660000000002
2023-05-29T07:10:00+02:00,27999.55,28003.84,27982.38,27985.59,27953.73365983575,27945.825781760854,27972.84732698891,28036.657397892344,0.45651,0.31539250000000024
2023-05-29T07:11:00+02:00,27989.88,27989.88,27986.35,27986.74,27956.877120803776,27947.430260907488,27973.122429424773,28036.160707366053,0.15263,0.29433700000000024
2023-05-29T07:12:00+02:00,27989.83,27989.83,27986.28,27986.28,27959.67739501294,27948.953780087588,27973.382975376757,28035.664381919625,0.75777,0.3132550000000002
2023-05-29T07:13:00+02:00,27983.72,27987.33,27980.87,27981.73,27961.777643106943,27950.23912204494,27973.54826299306,28035.127721403012,0.17624,0.3212215000000002
2023-05-29T07:14:00+02:00,27980.77,28004.88,27977.56,28004.23,27965.820724715806,27952.35641137651,27974.15582214171,28034.820281389053,0.71851,0.35173650000000023
2023-05-29T07:15:00+02:00,28005.93,28019.27,27989.39,27996.79,27968.770179504776,27954.09890504802,27974.60402368346,28034.44187062896,2.79912,0.48371200000000025
2023-05-29T07:16:00+02:00,28003.1,28003.1,27987.36,27994.39,27971.210162409083,27955.678947987315,27974.995825194677,28034.04334455305,0.36702,0.4901665000000002
2023-05-29T07:17:00+02:00,27995.38,27998.32,27995.38,27998.32,27973.792051703454,27957.35114610546,27975.45769004231,28033.687888388344,0.1284,0.48414600000000013
2023-05-29T07:18:00+02:00,27994.13,27994.13,27988.06,27993.43,27975.6623324936,27958.76600312093,27975.813577368204,28033.28731238448,0.40051,0.4976515000000002
2023-05-29T07:19:00+02:00,27990.84,27991.51,27990.84,27991.29,27977.150681779924,27960.041453978934,27976.120041182694,28032.86942867916,0.09336,0.4884100000000002
2023-05-29T07:20:00+02:00,27993.12,27993.16,27984,27984,27977.80299780088,27960.98100480329,27976.276079971154,28032.38316570723,0.10294,0.4501835000000002
2023-05-29T07:21:00+02:00,27981.39,27985.01,27981.05,27984.89,27978.477950391272,27961.918612458063,27976.446652644994,28031.910596894224,0.23321,0.4423160000000001
2023-05-29T07:22:00+02:00,27984.6,27993.75,27982.61,27984.09,27979.01243130639,27962.78807863618,27976.598006057964,28031.434770059455,0.35943,0.45541700000000007
2023-05-29T07:23:00+02:00,27987.56,27991.1,27987.35,27987.35,27979.806485467685,27963.75129123868,27976.810916829094,28030.996115631002,0.11097,0.45889500000000005
2023-05-29T07:24:00+02:00,27987.39,28000.21,27987.39,28000.21,27981.749677327905,27965.181044523437,27977.274265010696,28030.689786122235,0.01849,0.45772250000000003
2023-05-29T07:25:00+02:00,28004.76,28010.69,28003.9,28007.05,27984.159231868103,27966.822964346047,27977.863883525337,28030.454564369775,0.0784,0.4560405
2023-05-29T07:26:00+02:00,28005.48,28005.48,27994.36,27998.96,27985.568828833046,27968.083240254044,27978.281628406025,28030.14118561983,0.1932,0.460222
2023-05-29T07:27:00+02:00,28001.45,28026.07,28001.45,28023.91,27989.220368944185,27970.272524949964,27979.185160516798,28030.079183772865,0.92759,0.4816245
2023-05-29T07:28:00+02:00,28029.53,28042.04,28026.85,28032.29,27993.322238568548,27972.704582795064,27980.236741496665,28030.10118194428,0.23527,0.44379300000000005
2023-05-29T07:29:00+02:00,28031.07,28031.07,28029.84,28029.9,27996.805834895353,27974.947540332512,27981.220172358117,28030.09918013389,0.01939,0.41644800000000004
2023-05-29T07:30:00+02:00,28032.29,28046.23,28032.29,28038.99,28000.82337442913,27977.45900933908,27982.364129341124,28030.187646003204,0.27049,0.40714700000000004
2023-05-29T07:31:00+02:00,28044.35,28046.67,28042.97,28042.98,28004.838291150165,27980.028459953235,27983.564443611598,28030.31493310765,0.08754,0.4038925000000001
2023-05-29T07:32:00+02:00,28045.35,28048.95,28043.58,28045.66,28008.72607294539,27982.60224583742,27984.794058589585,28030.46762034041,0.14822,0.3734150000000001
2023-05-29T07:33:00+02:00,28044.79,28045.98,28038.72,28042.3,28011.92358980773,27984.94333423595,27985.932790102663,28030.5853554614,0.17808,0.3735070000000001
2023-05-29T07:34:00+02:00,28037.99,28037.99,28034.73,28037.99,28014.40610506414,27987.023595638464,27986.963625942215,28030.65903351651,0.01957,0.3385600000000001
2023-05-29T07:35:00+02:00,28042.17,28051.82,28039.16,28051.82,28017.96933315327,27989.56463110362,27988.24791057702,28030.869590396942,0.184,0.20780400000000004
2023-05-29T07:36:00+02:00,28053.56,28058.51,28051.05,28051.05,28021.119872852956,27991.975822040735,27989.49151630817,28031.070390492496,0.31166,0.20503600000000005
2023-05-29T07:37:00+02:00,28048.14,28048.96,28044.27,28044.28,28023.325599247913,27994.026966274432,27990.576436777315,28031.201829393067,0.1937,0.20830100000000001
2023-05-29T07:38:00+02:00,28045.33,28045.87,28028.01,28028.01,28023.771732652873,27995.35963426367,27991.317695454993,28031.17006989662,0.20351,0.19845100000000002
2023-05-29T07:39:00+02:00,28022.03,28022.03,28011.3,28011.65,28022.617281924027,27995.99847213568,27991.720315346975,28030.97584034541,0.11341,0.1994535
2023-05-29T07:40:00+02:00,28013.61,28027.17,28013.61,28020.77,28022.441350312216,27996.96990460095,27992.295556627232,28030.874289695206,1.05338,0.24697550000000001
2023-05-29T07:41:00+02:00,28026.79,28026.79,28021.62,28022.63,28022.45931694915,27997.976182851893,27992.896238674217,28030.792256961922,0.74926,0.272778
2023-05-29T07:42:00+02:00,28023.9,28032.5,28023.9,28023.93,28022.599382001612,27998.993979602797,27993.51076860146,28030.723975798122,1.24338,0.3169755
2023-05-29T07:43:00+02:00,28026.02,28026.03,28024.69,28025.56,28022.881345620506,28000.035784324256,27994.145406846976,28030.67259295436,0.06769,0.3148115
2023-05-29T07:44:00+02:00,28024.78,28045.02,28024.78,28045.02,28024.989788894745,28001.7998712135,27995.152824533176,28030.815353223472,0.36349,0.3320615
2023-05-29T07:45:00+02:00,28045.6,28048.88,28045.6,28048.19,28027.19933280953,28003.619091950226,27996.20306563153,28030.98823528095,0.03691,0.329987
2023-05-29T07:46:00+02:00,28048.15,28048.15,28041.65,28041.65,28028.575586827672,28005.11050010904,27997.103004925953,28031.094322492085,0.09277,0.32496549999999996
2023-05-29T07:47:00+02:00,28041.55,28041.55,28033.97,28037.23,28029.399816653608,28006.37008834006,27997.897598887816,28031.155374009577,0.70921,0.31404649999999995
2023-05-29T07:48:00+02:00,28037.26,28045.32,28033.88,28045.32,28030.91602459136,28007.897535856137,27998.83665633558,28031.29631556172,0.28465,0.31651549999999995
2023-05-29T07:49:00+02:00,28042.87,28044.59,28040.4,28044.59,28032.21830796361,28009.336456018642,27999.742663140816,28031.42859102877,0.16826,0.323959
2023-05-29T07:50:00+02:00,28047.16,28047.18,28047.13,28047.13,28033.63846910993,28010.81855578262,28000.681026246937,28031.584823953857,0.37989,0.32942899999999997
2023-05-29T07:51:00+02:00,28048.95,28048.95,28020.68,28022.73,28032.599567289937,28011.285671242123,28001.11763958858,28031.496716252823,1.66947,0.4085255
2023-05-29T07:52:00+02:00,28017.82,28028.11,28013.05,28013.05,28030.737703738516,28011.354860605177,28001.353923953164,28031.31316683737,1.28349,0.465289
2023-05-29T07:53:00+02:00,28017.89,28021.82,27986.55,27994.05,28027.2436367158,28010.67623862066,28001.209291795676,28030.942389057895,1.7798,0.545375
2023-05-29T07:54:00+02:00,27995.43,28004.61,27994.88,27998.27,28024.484242742867,28010.189719459067,28001.151087997743,28030.61729065931,0.31009,0.5599010000000001
2023-05-29T07:55:00+02:00,28001.38,28015.34,28001.38,28013.31,28023.420029148307,28010.31208340185,28001.391858532443,28030.445078811954,0.38425,0.5699135000000001
2023-05-29T07:56:00+02:00,28009.3,28013.97,28008.46,28011.73,28022.306693038943,28010.367687974325,28001.59657420507,28030.25885912228,0.08337,0.5584990000000001
2023-05-29T07:57:00+02:00,28008.25,28008.26,27999.38,28001.4,28020.315579416187,28010.016013936118,28001.59268164655,28029.971706295193,0.39355,0.5684915000000001
2023-05-29T07:58:00+02:00,28005.94,28006.88,28004.65,28006.65,28019.014095662264,28009.884013389605,28001.692826564442,28029.739649516137,0.04452,0.5605420000000001
2023-05-29T07:59:00+02:00,28006.11,28006.11,27998.15,28000.54,28017.254657980142,28009.517581491975,28001.66999831564,28029.44910573986,0.05767,0.5577550000000001
2023-05-29T08:00:00+02:00,28004.5,28019.36,28004.5,28013.21,28016.869452458224,28009.66238221778,28001.89851320048,28029.28752259817,0.72472,0.5413220000000001
2023-05-29T08:01:00+02:00,28014.83,28014.87,28014.08,28014.08,28016.603790319346,28009.835622130806,28002.139730760864,28029.13620396535,0.07966,0.5078420000000001
2023-05-29T08:02:00+02:00,28014.33,28018.63,28014.33,28016.44,28016.588191241313,28010.09461734136,28002.422904409163,28029.009873577634,0.19003,0.45517450000000015
2023-05-29T08:03:00+02:00,28021.61,28026.3,28021.6,28026.29,28017.512173027855,28010.7297303868,28002.895520163438,28028.982810158952,0.14846,0.4592130000000001
2023-05-29T08:04:00+02:00,28029.78,28030.05,28014.74,28017.64,28017.524347025203,28011.000721352022,28003.18749006119,28028.869946376275,0.9724,0.4896585000000001
2023-05-29T08:05:00+02:00,28014.51,28015.76,28012.68,28014.31,28017.21821873709,28011.130496985275,28003.407737782753,28028.725071287954,0.23447,0.49953650000000005
2023-05-29T08:06:00+02:00,28017.19,28019.05,28013.05,28016.62,28017.161245524032,28011.345771613305,28003.66936673755,28028.604622817427,0.47758,0.518777
2023-05-29T08:07:00+02:00,28019.81,28019.81,28011.22,28012.81,28016.74684118841,28011.403192334354,28003.85036937641,28028.447462391385,0.02432,0.4845325
