time,open,high,low,close,sma20,sma50,sma100,sma200,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Plot,Histogram,MACD,Signal
2023-05-29T02:00:00+02:00,28088.64,28100.11,28085.3,28098.04,NaN,NaN,NaN,NaN,1.11926,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:01:00+02:00,28095.05,28126.33,28093.09,28107.65,NaN,NaN,NaN,NaN,4.54213,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:02:00+02:00,28114.18,28163.29,28114.18,28152.8,NaN,NaN,NaN,NaN,1.14057,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:03:00+02:00,28150.88,28154.46,28140.07,28151.48,NaN,NaN,NaN,NaN,0.43678,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:04:00+02:00,28143.54,28143.54,28133.02,28140.83,NaN,NaN,NaN,NaN,0.2275,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:05:00+02:00,28141.91,28150.53,28133.41,28136.39,NaN,NaN,NaN,NaN,0.66286,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:06:00+02:00,28137.28,28142.62,28116.17,28127.69,NaN,NaN,NaN,NaN,2.25479,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:07:00+02:00,28128.98,28133.38,28124.44,28125.89,NaN,NaN,NaN,NaN,0.22173,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:08:00+02:00,28125.1,28144.92,28125.1,28143.56,NaN,NaN,NaN,NaN,0.52621,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:09:00+02:00,28143.14,28160.84,28142.01,28160.84,NaN,NaN,NaN,NaN,0.24133,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:10:00+02:00,28164.72,28169.71,28164.31,28165.22,NaN,NaN,NaN,NaN,0.53494,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:11:00+02:00,28166.02,28169.23,28163.21,28163.21,NaN,NaN,NaN,NaN,0.53114,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:12:00+02:00,28161.6,28163.67,28156.04,28158.18,NaN,NaN,NaN,NaN,1.49177,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:13:00+02:00,28160.06,28186.65,28160.06,28186.65,NaN,NaN,NaN,NaN,0.18638,NaN,NaN,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:14:00+02:00,28185.1,28238.75,28183.88,28198.49,NaN,NaN,NaN,NaN,2.76509,NaN,79.83367983367967,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:15:00+02:00,28204.91,28282.48,28204.91,28232.66,NaN,NaN,NaN,NaN,2.66406,NaN,83.4510092128399,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:16:00+02:00,28236.54,28236.81,28197.77,28212.6,NaN,NaN,NaN,NaN,2.02478,NaN,74.95117461986848,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:17:00+02:00,28207.62,28279.06,28207.62,28279.06,NaN,NaN,NaN,NaN,1.03024,NaN,81.62776762002822,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:18:00+02:00,28279.27,28297.42,28271,28275.73,NaN,NaN,NaN,NaN,2.79356,NaN,80.47039750475138,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:19:00+02:00,28277.71,28368.67,28277.7,28359.17,28178.807,NaN,NaN,NaN,5.22768,1.53114,85.87476408744399,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:20:00+02:00,28353.56,28404.82,28319.01,28404.24,28194.117,NaN,NaN,NaN,7.2935,1.8398519999999998,87.83326349614185,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:21:00+02:00,28386.1,28392.14,28358.29,28388.2,28208.144500000002,NaN,NaN,NaN,1.10835,1.6681629999999998,83.40124312311276,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:22:00+02:00,28394.57,28403.52,28372.41,28403.52,28220.6805,NaN,NaN,NaN,5.29877,1.8760729999999999,84.22023993047182,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:23:00+02:00,28400.06,28404.37,28380.07,28395.71,28232.892,NaN,NaN,NaN,1.66287,1.9373774999999998,81.99901652787726,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:24:00+02:00,28400.01,28433.17,28394.91,28394.91,28245.596,NaN,NaN,NaN,1.19424,1.9857144999999998,81.76114286716034,NaN,NaN,NaN,50,NaN,NaN,NaN
2023-05-29T02:25:00+02:00,28390.05,28399.69,28351.78,28351.78,28256.365499999996,NaN,NaN,NaN,0.50124,1.9776335,69.9753931484289,NaN,NaN,NaN,50,NaN,100.53416551094051,NaN
2023-05-29T02:26:00+02:00,28342.7,28348.29,28314.98,28314.98,28265.73,NaN,NaN,NaN,0.46401,1.8880945,61.790965964860085,NaN,NaN,NaN,50,NaN,92.04736643386786,NaN
2023-05-29T02:27:00+02:00,28312.37,28349.2,28312.37,28339.79,28276.425,NaN,NaN,NaN,4.65008,2.109512,64.7816820142803,78.71226713935322,NaN,NaN,50,NaN,86.3283373400518,NaN
2023-05-29T02:28:00+02:00,28338.73,28338.73,28315.77,28324.06,28285.45,NaN,NaN,NaN,0.40223,2.1033130000000004,61.49515888817857,77.40237278610313,NaN,NaN,50,NaN,79.60900300911089,NaN
2023-05-29T02:29:00+02:00,28315.21,28337.49,28310.47,28320.13,28293.414500000003,NaN,NaN,NaN,0.47117,2.1148050000000005,60.66705298125321,75.7749473409898,NaN,NaN,50,NaN,73.12383790072272,NaN
2023-05-29T02:30:00+02:00,28313.79,28333.36,28309.62,28322.47,28301.277000000002,NaN,NaN,NaN,0.96414,2.1362650000000007,61.00377807170855,74.77870473040694,NaN,NaN,50,NaN,67.39621466308381,NaN
2023-05-29T02:31:00+02:00,28327.97,28331.36,28313.87,28316.88,28308.960499999997,NaN,NaN,NaN,0.82899,2.1511575000000005,59.689173345704695,73.211662282241,NaN,NaN,50,NaN,61.69478660324603,NaN
2023-05-29T02:32:00+02:00,28315.31,28315.31,28305.77,28305.78,28316.3405,NaN,NaN,NaN,0.07967,2.0805525000000005,57.059728810929315,71.5394716612537,NaN,NaN,50,NaN,55.63931121046335,NaN
2023-05-29T02:33:00+02:00,28301.3,28301.3,28279.32,28282.46,28321.131,NaN,NaN,NaN,1.24071,2.1332690000000003,51.888109499125164,69.11185347637378,NaN,NaN,50,-25.463098734273245,48.400641757878475,73.86374049215172
2023-05-29T02:34:00+02:00,28279.26,28279.26,28255.92,28265.97,28324.504999999997,NaN,NaN,NaN,0.19243,2.0046360000000005,48.53802515981314,66.30505073806458,NaN,NaN,50,-26.40114945235966,40.86230367670214,67.2634531290618
2023-05-29T02:35:00+02:00,28259.65,28264.91,28239.85,28264.91,28326.1175,NaN,NaN,NaN,1.36818,1.9398420000000005,48.32205033063116,63.799394110030185,NaN,NaN,50,-26.28598437563445,34.40597265951874,60.69195703515319
2023-05-29T02:36:00+02:00,28273.95,28314.16,28271.97,28296.82,28330.328499999996,NaN,NaN,NaN,1.47662,1.9124340000000004,54.83697871920019,61.700589737796506,NaN,NaN,50,-23.352741734951515,31.501029866463796,54.85377160141531
2023-05-29T02:37:00+02:00,28292.43,28336.14,28285.77,28328.19,28332.784999999996,NaN,NaN,NaN,1.00237,1.9110405000000004,60.15500572439328,60.14030325183336,NaN,NaN,50,-18.788184014868655,31.368541582829494,50.15672559769815
2023-05-29T02:38:00+02:00,28323.96,28338.11,28318.73,28318.73,28334.934999999998,NaN,NaN,NaN,0.26805,1.7847650000000006,57.93934905858426,58.43874655122078,NaN,NaN,50,-16.003284406949575,30.15262008901118,46.155904495960755
2023-05-29T02:39:00+02:00,28317.41,28332.42,28296.32,28306.44,28332.298499999994,NaN,NaN,NaN,0.83331,1.5650465000000007,55.09994445441991,57.37621450164871,NaN,NaN,50,-14.623958331613835,27.87595658144346,42.499914913057296
2023-05-29T02:40:00+02:00,28319.24,28375.5,28319.24,28364.87,28330.329999999994,NaN,NaN,NaN,0.61343,1.2310430000000008,64.10615905877157,57.54158543692811,NaN,NaN,50,-9.651408923770305,30.435653758344415,40.08706268211472
2023-05-29T02:41:00+02:00,28363.52,28368.15,28342.77,28342.77,28328.058499999992,NaN,NaN,NaN,0.21143,1.1861970000000006,59.264119634638,57.147473838382226,NaN,NaN,50,-7.804604954140451,30.331306489439157,38.13591144357961
2023-05-29T02:42:00+02:00,28334.84,28334.84,28320.1,28320.1,28323.88749999999,NaN,NaN,NaN,0.35564,0.9390405000000006,54.69997283113332,56.66210340573614,NaN,NaN,50,-8.032357980194213,28.095463968336844,36.12782194853106
2023-05-29T02:43:00+02:00,28323.93,28331.13,28308.02,28308.02,28319.50299999999,NaN,NaN,NaN,0.17251,0.8645225000000005,52.384852390262864,56.07051764923683,NaN,NaN,50,-8.854327521876897,25.059912546184933,33.91424006806183
2023-05-29T02:44:00+02:00,28305.62,28318.06,28305.62,28309.17,28315.215999999993,NaN,NaN,NaN,0.15914,0.8127675000000005,52.59056779871133,55.46957405830846,NaN,NaN,50,-9.1411629662825,22.487786360208702,31.628949326491202
2023-05-29T02:45:00+02:00,28312.86,28315.28,28301.12,28312.64,28313.25899999999,NaN,NaN,NaN,0.14909,0.7951600000000005,53.246936820120744,55.00941430648103,NaN,NaN,50,-8.908658798288496,20.493125828630582,29.401784626919078
2023-05-29T02:46:00+02:00,28295.11,28304.25,28291.42,28291.42,28312.080999999995,NaN,NaN,NaN,0.53998,0.7989585000000006,48.79772122091464,54.419270907194274,NaN,NaN,50,-9.918184359423442,17.004054177639773,26.922238537063215
2023-05-29T02:47:00+02:00,28290.9,28290.9,28268.17,28268.17,28308.49999999999,NaN,NaN,NaN,1.20589,0.6267490000000006,44.41833398084471,53.88571551303137,NaN,NaN,50,-11.76021340374146,12.22197178238639,23.98218518612785
2023-05-29T02:48:00+02:00,28271.64,28279.33,28253.84,28253.84,28304.98899999999,NaN,NaN,NaN,0.35347,0.6243110000000006,41.92112627862319,53.41307987866067,NaN,NaN,50,-13.431419830283925,7.192910398272943,20.624330228556868
2023-05-29T02:49:00+02:00,28253.89,28255.14,28224.51,28229.91,28300.477999999992,28264.4604,NaN,NaN,0.39874,0.6206895000000006,38.07186215871546,52.68092358066669,NaN,NaN,50,-15.489987196932141,1.2618462323916901,16.75183342932383
2023-05-29T02:50:00+02:00,28232.65,28256.24,28231.17,28255.38,28297.123499999987,28267.607200000002,NaN,NaN,0.43067,0.5940160000000005,43.969034318662146,51.90464183777112,NaN,NaN,50,-14.495533986712877,-1.3675840540672652,13.127949932645611
2023-05-29T02:51:00+02:00,28253.35,28303.67,28242.64,28276.4,28295.09949999999,28270.982200000002,NaN,NaN,5.26958,0.8160455000000006,48.3411251729715,51.06079322695529,NaN,NaN,50,-11.890587856173083,-1.7352848875707423,10.15530296860234
2023-05-29T02:52:00+02:00,28274.39,28284.83,28274.39,28284.15,28294.01799999999,28273.6092,NaN,NaN,0.2672,0.8254220000000005,49.89354237158346,50.48609274931237,NaN,NaN,50,-9.232530888160111,-1.3853606415977993,7.847170246562312
2023-05-29T02:53:00+02:00,28288.42,28288.42,28279.3,28280.24,28293.90699999999,28276.1844,NaN,NaN,0.1437,0.7705715000000006,49.0919864138678,50.05695288927293,NaN,NaN,50,-7.403595969311662,-1.4073247150772659,5.996271254234396
2023-05-29T02:54:00+02:00,28261.79,28261.81,28234.75,28235.77,28292.39699999999,28278.083199999997,NaN,NaN,1.31787,0.8268435000000005,41.020313765521465,48.407963939755064,NaN,NaN,50,-8.761784630369,-4.955959533726855,3.805825096642146
2023-05-29T02:55:00+02:00,28233.95,28240.15,28217.99,28218.84,28290.093499999995,28279.732200000002,NaN,NaN,0.61806,0.7893375000000005,38.4297459781379,46.919794392862194,NaN,NaN,50,-10.268893771519476,-9.030292117757199,1.2386016537622768
2023-05-29T02:56:00+02:00,28222.82,28253.82,28222.82,28243.05,28287.40499999999,28282.039399999998,NaN,NaN,1.56496,0.7937545000000005,43.88708951347688,46.14744558445816,NaN,NaN,50,-9.141474657411313,-10.188241668001865,-1.0467670105905515
2023-05-29T02:57:00+02:00,28244.43,28250.41,28242.71,28250.4,28283.515499999998,28284.529599999998,NaN,NaN,0.15166,0.7512190000000004,45.46740482079248,45.653342186638845,NaN,NaN,50,-7.477015987230236,-10.393036994628346,-2.9160210073981103
2023-05-29T02:58:00+02:00,28239.97,28239.97,28218.75,28222.82,28278.719999999994,28286.1148,NaN,NaN,1.02315,0.7889740000000003,40.82158444053774,44.81270051819787,NaN,NaN,50,-7.7753143666360796,-12.63516396569321,-4.85984959905713
