time,open,high,low,close,MA №1,MA №2,MA №3,MA №4,Volume,Volume MA
2023-05-31T22:57:00+02:00,27167.13,27173.95,27165.4,27173.95,27167.19000000005,27152.38839999997,NaN,NaN,0.05091,0.31724600000000036
2023-05-31T22:58:00+02:00,27172.94,27180.65,27172.94,27179.2,27168.143500000053,27153.703199999967,NaN,NaN,0.10123,0.30257250000000036
2023-05-31T22:59:00+02:00,27181.54,27181.54,27176.99,27179.67,27168.950500000046,27155.039399999965,NaN,NaN,0.03159,0.28311900000000034
2023-05-31T23:00:00+02:00,27178.44,27181.51,27178.44,27181.45,27169.949000000044,27156.313999999966,NaN,NaN,0.24722,0.28746900000000036
2023-05-31T23:01:00+02:00,27179.16,27179.16,27174.93,27174.94,27170.648000000045,27157.652799999967,NaN,NaN,0.15363,0.2534685000000004
2023-05-31T23:02:00+02:00,27165.72,27177.38,27165.72,27174.34,27171.67750000005,27158.684599999968,NaN,NaN,1.23355,0.30700500000000036
2023-05-31T23:03:00+02:00,27176.12,27178.19,27171.23,27171.23,27171.90950000005,27159.529399999967,NaN,NaN,0.27934,0.3136080000000004
2023-05-31T23:04:00+02:00,27169.45,27178.29,27165.82,27165.82,27171.152500000047,27160.26059999997,NaN,NaN,0.53855,0.2981050000000004
2023-05-31T23:05:00+02:00,27172.39,27172.39,27160.16,27161.47,27171.227500000048,27161.013399999967,NaN,NaN,0.60615,0.31514350000000035
2023-05-31T23:06:00+02:00,27165.17,27173.55,27165.17,27173.54,27171.87900000005,27162.007599999968,NaN,NaN,0.19075,0.3023465000000004
2023-05-31T23:07:00+02:00,27169.72,27169.73,27156.95,27157.68,27171.800000000054,27162.79699999997,NaN,NaN,0.16947,0.3088785000000004
2023-05-31T23:08:00+02:00,27159.11,27170.75,27159.11,27165.81,27171.897000000048,27163.55399999997,NaN,NaN,0.04093,0.29799450000000044
2023-05-31T23:09:00+02:00,27162.69,27164.39,27162.69,27164.3,27171.969500000054,27164.18459999997,NaN,NaN,0.02484,0.29310850000000044
2023-05-31T23:10:00+02:00,27164.06,27164.06,27158.71,27158.71,27171.331000000053,27164.710999999974,NaN,NaN,0.18214,0.29420950000000046
2023-05-31T23:11:00+02:00,27157.2,27157.21,27151.9,27154.17,27170.46700000005,27165.346799999974,NaN,NaN,0.84851,0.32311550000000044
2023-05-31T23:12:00+02:00,27153.12,27167.5,27153.12,27165.32,27169.879500000057,27165.964399999975,NaN,NaN,0.2129,0.2814425000000005
2023-05-31T23:13:00+02:00,27175.63,27177.22,27170.14,27171.35,27169.43650000005,27166.560199999978,NaN,NaN,0.16367,0.2752165000000005
2023-05-31T23:14:00+02:00,27169.39,27169.4,27167.25,27167.55,27168.93500000005,27166.777799999974,NaN,NaN,0.16433,0.2798225000000004
2023-05-31T23:15:00+02:00,27160.72,27161.4,27159.57,27159.57,27168.44900000005,27166.615399999977,NaN,NaN,0.04852,0.27284750000000046
2023-05-31T23:16:00+02:00,27169.7,27169.7,27169.68,27169.68,27168.487500000054,27166.798999999977,NaN,NaN,0.05015,0.26691900000000046
2023-05-31T23:17:00+02:00,27162.06,27162.21,27162.06,27162.06,27167.89300000005,27166.813399999974,NaN,NaN,0.08431,0.26858900000000047
2023-05-31T23:18:00+02:00,27168.66,27168.67,27168.45,27168.67,27167.36650000005,27167.019999999975,NaN,NaN,0.25644,0.2763495000000004
2023-05-31T23:19:00+02:00,27162.05,27164.2,27161.31,27162.6,27166.513000000046,27167.00819999998,NaN,NaN,0.13423,0.28148150000000044
2023-05-31T23:20:00+02:00,27165.42,27165.42,27155.33,27155.33,27165.207000000046,27166.929199999977,NaN,NaN,0.28447,0.28334400000000043
2023-05-31T23:21:00+02:00,27162.52,27168.03,27162.52,27165.31,27164.725500000048,27166.794999999973,NaN,NaN,0.15448,0.2833865000000005
2023-05-31T23:22:00+02:00,27165.21,27167.86,27165.21,27167.82,27164.399500000047,27166.437599999976,NaN,NaN,0.07522,0.22547000000000045
2023-05-31T23:23:00+02:00,27164.09,27164.1,27162.96,27163.91,27164.03350000005,27166.360199999974,NaN,NaN,0.41064,0.23203500000000044
2023-05-31T23:24:00+02:00,27166.77,27166.77,27163.64,27163.65,27163.925000000047,27166.230799999972,NaN,NaN,0.20493,0.21535400000000043
2023-05-31T23:25:00+02:00,27155.93,27157.04,27143.97,27144.02,27163.05250000005,27165.775799999974,NaN,NaN,1.21214,0.24565350000000047
2023-05-31T23:26:00+02:00,27142.46,27142.46,27131.83,27134.96,27161.123500000045,27165.427799999976,NaN,NaN,0.35646,0.25393900000000047
2023-05-31T23:27:00+02:00,27134.95,27134.95,27120.23,27120.24,27159.25150000005,27164.963399999975,NaN,NaN,0.47085,0.26900800000000047
