time,open,high,low,close,Volume,Volume MA
2022-09-23T13:00:00+02:00,18972,18989,18883,18945,99.64993055,40.070846452500824
2022-09-23T13:30:00+02:00,18945,18951,18836,18862,60.64682957,41.541343986000825
2022-09-23T14:00:00+02:00,18847,18953,18829,18920,69.22415073,43.74932684100083
2022-09-23T14:30:00+02:00,18916,18927,18856,18897,57.86150341,45.53393648650082
2022-09-23T15:00:00+02:00,18896,19070,18888,19019,42.44440812,45.990896598500825
2022-09-23T15:30:00+02:00,19027,19035,18626,18634,141.87603013,52.14117279350082
2022-09-23T16:00:00+02:00,18625,18678,18533,18662,154.30543916,58.17739505900082
2022-09-23T16:30:00+02:00,18675,18741,18630,18675,44.1543095,58.92297884650081
2022-09-23T17:00:00+02:00,18673,18788,18599,18772,94.86083574,62.43091437500082
2022-09-23T17:30:00+02:00,18786,18850,18675,18712,60.22849216,64.25207771550082
2022-09-23T18:00:00+02:00,18709,18729,18586,18588,25.21789851,63.546143469000825
2022-09-23T18:30:00+02:00,18598,18785,18573,18770,34.10835573,64.26325447750082
2022-09-23T19:00:00+02:00,18760,18845,18727,18734,57.57401048,63.62606734850082
2022-09-23T19:30:00+02:00,18728,18779,18639,18771,26.64072528,62.65630651250082
2022-09-23T20:00:00+02:00,18765,18825,18645,18726,74.82776826,63.66967082000082
2022-09-23T20:30:00+02:00,18719,18752,18628,18637,39.29127274,61.46044921100082
2022-09-23T21:00:00+02:00,18633,18769,18623,18697,83.82431972,64.23993286900081
2022-09-23T21:30:00+02:00,18712,18827,18696,18815,89.10416173,66.4083509435008
2022-09-23T22:00:00+02:00,18809,18951,18809,18912,76.33200326,68.6838243580008
2022-09-23T22:30:00+02:00,18925,18935,18838,18850,11.77189437,67.19721695750079
2022-09-23T23:00:00+02:00,18850,18896,18806,18859,13.70647607,62.90004423350079
2022-09-23T23:30:00+02:00,18858,19030,18854,19011,90.85779363,64.4105924365008
2022-09-24T00:00:00+02:00,19011,19182,18999,19175,136.74184677,67.7864772385008
2022-09-24T00:30:00+02:00,19176,19336,19135,19336,127.73209063,71.2800065995008
2022-09-24T01:00:00+02:00,19338,19400,19299,19340,68.33630516,72.5746014515008
2022-09-24T01:30:00+02:00,19357,19386,19238,19294,15.04365634,66.23298276200079
2022-09-24T02:00:00+02:00,19291,19309,19144,19183,19.11000306,59.47321095700079
2022-09-24T02:30:00+02:00,19187,19224,19075,19149,22.40900004,58.385945484000786
2022-09-24T03:00:00+02:00,19149,19219,19135,19140,8.85014093,54.08541074350078
2022-09-24T03:30:00+02:00,19130,19164,19079,19112,17.5125572,51.94961399550078
2022-09-24T04:00:00+02:00,19115,19173,19077,19159,18.57577317,51.617507728500776
2022-09-24T04:30:00+02:00,19172,19193,19103,19127,16.30994417,50.72758715050078
2022-09-24T05:00:00+02:00,19123,19148,19089,19109,10.12704949,48.35523910100078
2022-09-24T05:30:00+02:00,19109,19139,19036,19121,29.78187292,48.51229648300078
2022-09-24T06:00:00+02:00,19123,19148,19088,19143,16.74901449,45.60835879450078
2022-09-24T06:30:00+02:00,19143,19182,19108,19165,9.39995873,44.11379309400078
2022-09-24T07:00:00+02:00,19167,19171,19100,19100,9.71054761,40.40810448850078
2022-09-24T07:30:00+02:00,19102,19163,19096,19142,15.93585219,36.749689011500784
2022-09-24T08:00:00+02:00,19151,19159,19074,19091,6.96167897,33.281172797000785
2022-09-24T08:30:00+02:00,19096,19136,19064,19079,13.11794412,33.34847528450078
2022-09-24T09:00:00+02:00,19077,19077,18931,19005,53.89313296,35.35780812900078
2022-09-24T09:30:00+02:00,19003,19022,18978,18997,12.42989424,31.43641315950078
2022-09-24T10:00:00+02:00,18990,19001,18946,18975,14.29837798,25.314239720000778
2022-09-24T10:30:00+02:00,18966,19079,18966,19079,14.35715264,19.645492820500777
2022-09-24T11:00:00+02:00,19083,19112,18997,19013,35.13101947,17.98522853600078
2022-09-24T11:30:00+02:00,19013,19046,18967,19026,12.36459241,17.85127533950078
2022-09-24T12:00:00+02:00,19034,19065,19012,19063,13.39970439,17.56576040600078
2022-09-24T12:30:00+02:00,19054,19054,18984,19034,7.65647476,16.828134142000778
2022-09-24T13:00:00+02:00,19039,19089,19005,19072,10.84106661,16.927680426000776
2022-09-24T13:30:00+02:00,19072,19096,19046,19055,13.90655305,16.747380218500776
2022-09-24T14:00:00+02:00,19054,19090,19054,19070,13.80862929,16.509023024500777
2022-09-24T14:30:00+02:00,19072,19196,19070,19157,21.07479628,16.747265630000776
2022-09-24T15:00:00+02:00,19156,19219,19117,19139,22.81851052,17.381838681500778
2022-09-24T15:30:00+02:00,19130,19168,19109,19121,10.96377702,16.44093388650078
2022-09-24T16:00:00+02:00,19123,19136,19064,19119,34.70878874,17.338922599000778
2022-09-24T16:30:00+02:00,19117,19135,19064,19085,26.74206268,18.20602779650078
2022-09-24T17:00:00+02:00,19088,19112,19025,19053,18.62806398,18.65190361500078
2022-09-24T17:30:00+02:00,19052,19117,19044,19117,18.90259354,18.800240682500778
2022-09-24T18:00:00+02:00,19123,19186,19092,19135,13.53042443,19.12867795550078
2022-09-24T18:30:00+02:00,19137,19137,19085,19095,24.77430518,19.71149600850078
2022-09-24T19:00:00+02:00,19095,19174,19095,19120,22.40207328,18.13694302450078
2022-09-24T19:30:00+02:00,19120,19123,19058,19085,17.74291237,18.40259393100078
2022-09-24T20:00:00+02:00,19088,19098,19058,19087,16.06864231,18.49110714750078
2022-09-24T20:30:00+02:00,19079,19132,19067,19130,12.84794932,18.41564698150078
2022-09-24T21:00:00+02:00,19128,19128,19091,19094,11.70383005,17.244287510500783
2022-09-24T21:30:00+02:00,19091,19135,19090,19110,20.74378156,17.663246968000784
2022-09-24T22:00:00+02:00,19107,19119,19080,19101,17.18908204,17.852715850500783
2022-09-24T22:30:00+02:00,19100,19151,19090,19144,14.8110306,18.210443642500785
2022-09-24T23:00:00+02:00,19140,19150,18852,18948,59.68050118,20.652415371000785
2022-09-24T23:30:00+02:00,18989,19012,18896,18952,29.44922838,21.429549137500786
2022-09-25T00:00:00+02:00,18936,18944,18871,18907,30.42092709,22.260164027500785
2022-09-25T00:30:00+02:00,18906,18949,18817,18887,37.21154919,23.06700167300079
2022-09-25T01:00:00+02:00,18886,18927,18864,18909,15.57076655,22.704614474500787
2022-09-25T01:30:00+02:00,18916,18948,18884,18921,7.40041025,22.526446136000786
2022-09-25T02:00:00+02:00,18919,18983,18919,18961,7.82463019,21.182238208500785
2022-09-25T02:30:00+02:00,18953,18970,18939,18966,11.49504576,20.419887362500784
2022-09-25T03:00:00+02:00,18964,18965,18921,18955,5.58708827,19.767838577000784
2022-09-25T03:30:00+02:00,18956,18992,18951,18979,4.44098251,19.044758025500787
2022-09-25T04:00:00+02:00,18982,18982,18920,18958,19.01564333,19.319018970500785
2022-09-25T04:30:00+02:00,18944,18974,18939,18951,5.80270595,18.370439009000787
2022-09-25T05:00:00+02:00,18959,19040,18932,19021,19.1428733,18.20747901000079
2022-09-25T05:30:00+02:00,19025,19054,19020,19051,9.65260688,17.80296373550079
2022-09-25T06:00:00+02:00,19047,19063,19018,19034,11.55740663,17.57740195150079
2022-09-25T06:30:00+02:00,19033,19033,19007,19009,3.94905185,17.13245707800079
2022-09-25T07:00:00+02:00,19010,19031,18944,18953,10.09761102,17.052146126500787
2022-09-25T07:30:00+02:00,18956,19008,18956,19002,15.83429654,16.80667187550079
2022-09-25T08:00:00+02:00,18994,19066,18987,19026,13.58512003,16.626473775000786
2022-09-25T08:30:00+02:00,19025,19039,19019,19029,6.20270386,16.196057438000786
2022-09-25T09:00:00+02:00,19024,19127,19010,19096,31.01330507,14.762697632500785
2022-09-25T09:30:00+02:00,19100,19109,19056,19099,16.11969941,14.096221184000786
2022-09-25T10:00:00+02:00,19100,19123,19077,19091,6.57046776,12.903698217500786
2022-09-25T10:30:00+02:00,19093,19102,19081,19083,4.9663995,11.291440733000787
2022-09-25T11:00:00+02:00,19084,19092,19067,19067,22.10250108,11.618027459500786
2022-09-25T11:30:00+02:00,19082,19084,19033,19043,8.293583,11.662686097000787
2022-09-25T12:00:00+02:00,19042,19064,18988,19056,14.78274176,12.010591675500788
2022-09-25T12:30:00+02:00,19063,19099,19063,19074,7.28126503,11.799902639000786
2022-09-25T13:00:00+02:00,19075,19108,19074,19104,6.76941161,11.859018806000785
2022-09-25T13:30:00+02:00,19104,19182,19073,19119,40.68159395,13.671049378000784
2022-09-25T14:00:00+02:00,19119,19144,19090,19090,14.1432965,13.427432036500786
2022-09-25T14:30:00+02:00,19098,19114,19061,19092,9.74800361,13.624696919500787
2022-09-25T15:00:00+02:00,19081,19083,18953,18953,21.69229991,13.752168250000787
2022-09-25T15:30:00+02:00,18952,18977,18876,18934,31.0834551,14.823710661000785
2022-09-25T16:00:00+02:00,18928,18939,18856,18881,14.54720046,14.973200352500786
2022-09-25T16:30:00+02:00,18885,18958,18881,18920,4.74542935,15.013019227500786
2022-09-25T17:00:00+02:00,18914,19006,18914,19005,9.82187321,14.999232337000786
2022-09-25T17:30:00+02:00,18998,19009,18979,18999,5.20645412,14.467840216000784
2022-09-25T18:00:00+02:00,18989,19121,18974,19052,53.17803075,16.447485752000784
2022-09-25T18:30:00+02:00,19049,19065,18959,18959,12.44909538,16.759805328000787
2022-09-25T19:00:00+02:00,18970,18973,18879,18914,20.38728403,16.228504276000784
2022-09-25T19:30:00+02:00,18922,19028,18905,19003,6.53561297,15.749299954000785
2022-09-25T20:00:00+02:00,19002,19014,18956,18975,10.38994054,15.940273593000786
2022-09-25T20:30:00+02:00,18971,18983,18872,18940,24.07582731,16.895744983500784
2022-09-25T21:00:00+02:00,18937,18992,18913,18977,9.92142695,16.286691277000784
2022-09-25T21:30:00+02:00,18976,18989,18870,18917,29.78836647,17.361430450500784
2022-09-25T22:00:00+02:00,18924,18931,18890,18925,24.69692459,17.857139592000784
2022-09-25T22:30:00+02:00,18929,18954,18891,18908,6.27896646,17.807024663500783
2022-09-25T23:00:00+02:00,18901,18934,18873,18897,13.38329557,18.13771886150078
2022-09-25T23:30:00+02:00,18889,18907,18725,18746,111.61648051,21.684463189500782
2022-09-26T00:00:00+02:00,18742,18885,18636,18878,155.86092402,28.77034456550078
2022-09-26T00:30:00+02:00,18872,18902,18779,18792,31.98566561,29.88222766550078
2022-09-26T01:00:00+02:00,18781,18840,18761,18834,30.01575317,30.298400328500783
2022-09-26T01:30:00+02:00,18824,18841,18739,18810,25.12272289,30.000363718000777
2022-09-26T02:00:00+02:00,18809,18902,18747,18868,24.92393665,30.51920052750078
2022-09-26T02:30:00+02:00,18866,18929,18758,18769,51.13990283,32.838924201500774
2022-09-26T03:00:00+02:00,18766,18842,18721,18779,69.53854565,35.824757823500775
2022-09-26T03:30:00+02:00,18785,18911,18772,18873,36.66379797,37.397625016000774
2022-09-26T04:00:00+02:00,18885,18933,18854,18896,39.20592739,36.69901984800077
2022-09-26T04:30:00+02:00,18897,18907,18845,18850,14.2779479,36.79046247400077
2022-09-26T05:00:00+02:00,18850,18944,18837,18904,22.76371463,36.90928400400077
2022-09-26T05:30:00+02:00,18903,18905,18834,18874,17.22857618,37.443932164500765
2022-09-26T06:00:00+02:00,18871,18919,18851,18905,22.07322085,38.028096180000766
2022-09-26T06:30:00+02:00,18901,18908,18803,18808,21.12170734,37.880390181500765
2022-09-26T07:00:00+02:00,18809,18818,18756,18760,17.38314798,38.25347623300077
2022-09-26T07:30:00+02:00,18758,18820,18758,18780,41.07306407,38.81771111300076
2022-09-26T08:00:00+02:00,18778,18828,18696,18752,51.12993125,40.13936144600076
2022-09-26T08:30:00+02:00,18752,18769,18699,18708,23.6076424,41.00579524300077
2022-09-26T09:00:00+02:00,18699,18902,18690,18863,205.56995836,50.61512838250077
2022-09-26T09:30:00+02:00,18864,18932,18854,18915,95.55796386,49.81220255000077
2022-09-26T10:00:00+02:00,18913,19093,18905,19081,103.2829882,47.18330575900077
2022-09-26T10:30:00+02:00,19089,19284,19089,19276,150.19521422,53.09378318950077
2022-09-26T11:00:00+02:00,19283,19313,19163,19163,52.42008668,54.213999865000766
2022-09-26T11:30:00+02:00,19169,19192,19069,19083,40.93356458,55.00454194950076
2022-09-26T12:00:00+02:00,19084,19181,19034,19178,66.61631939,57.08916108650076
2022-09-26T12:30:00+02:00,19182,19187,19086,19087,69.32422007,57.998376948500756
2022-09-26T13:00:00+02:00,19102,19115,18881,18900,129.13587292,60.97824331200074
2022-09-26T13:30:00+02:00,18894,18895,18808,18875,63.72468756,62.33128779150074
2022-09-26T14:00:00+02:00,18875,18939,18821,18919,47.65875842,62.75392934300074
2022-09-26T14:30:00+02:00,18927,19132,18858,19098,80.71099558,66.07558172700074
2022-09-26T15:00:00+02:00,19092,19127,19034,19057,28.65510793,66.37015139200074
2022-09-26T15:30:00+02:00,19052,19237,19052,19196,146.95949933,72.85669754950074
2022-09-26T16:00:00+02:00,19191,19275,19143,19242,111.92157948,77.34911548100072
2022-09-26T16:30:00+02:00,19242,19261,19119,19137,201.49914512,86.36798737000073
2022-09-26T17:00:00+02:00,19139,19143,19000,19000,428.0349791,106.90057892600073
2022-09-26T17:30:00+02:00,19035,19118,18980,19112,62.67903239,107.98087734200074
2022-09-26T18:00:00+02:00,19106,19119,19021,19026,48.0819589,107.82847872450073
2022-09-26T18:30:00+02:00,19025,19110,18974,19082,61.36035449,109.71611432900075
2022-09-26T19:00:00+02:00,19086,19086,19008,19054,21.09801129,100.49251697550075
2022-09-26T19:30:00+02:00,19059,19145,19034,19112,55.74482262,98.50185991350074
2022-09-26T20:00:00+02:00,19112,19187,19112,19114,51.12495637,95.89395832200074
2022-09-26T20:30:00+02:00,19115,19214,19074,19187,46.08346932,90.68837107700074
2022-09-26T21:00:00+02:00,19177,19215,19132,19192,48.96808712,90.51577109900074
2022-09-26T21:30:00+02:00,19191,19264,19159,19200,86.58407596,92.79829666800075
2022-09-26T22:00:00+02:00,19203,19208,19133,19173,45.49372467,91.74216693200074
2022-09-26T22:30:00+02:00,19165,19165,19107,19113,46.7727949,90.61459567350076
2022-09-26T23:00:00+02:00,19113,19146,19093,19144,11.08135126,84.71186959050075
2022-09-26T23:30:00+02:00,19142,19142,19078,19095,11.04036739,82.07765358200075
2022-09-27T00:00:00+02:00,19093,19158,19076,19150,39.0957375,81.64950253600077
2022-09-27T00:30:00+02:00,19151,19204,19137,19137,24.45562963,78.83673423850077
2022-09-27T01:00:00+02:00,19140,19181,19118,19177,10.22578819,77.91526825150076
2022-09-27T01:30:00+02:00,19183,19245,19173,19226,23.16583163,71.72558486650077
2022-09-27T02:00:00+02:00,19233,19355,19191,19293,35.25713854,67.89236281950076
2022-09-27T02:30:00+02:00,19298,19374,19266,19347,25.83792996,59.10930206150076
2022-09-27T03:00:00+02:00,19360,19708,19345,19708,244.19281565,49.91719388900076
2022-09-27T03:30:00+02:00,19708,19876,19686,19767,198.94650963,56.73056775100076
2022-09-27T04:00:00+02:00,19766,19796,19678,19775,48.91446165,56.77219288850076
2022-09-27T04:30:00+02:00,19776,20070,19731,20052,148.68308403,61.13832936550076
2022-09-27T05:00:00+02:00,20083,20286,19955,20206,259.71958889,73.06940824550077
2022-09-27T05:30:00+02:00,20204,20204,20073,20099,31.95285081,71.87980965500077
2022-09-27T06:00:00+02:00,20097,20129,19995,20040,67.92107321,72.71961549700077
2022-09-27T06:30:00+02:00,20043,20090,20018,20049,43.19828991,72.57535652650077
2022-09-27T07:00:00+02:00,20051,20074,19963,20050,52.79574937,72.76673963900078
2022-09-27T07:30:00+02:00,20050,20216,20030,20205,34.38063214,70.15656744800077
2022-09-27T08:00:00+02:00,20207,20344,20141,20278,70.15847108,71.38980476850078
2022-09-27T08:30:00+02:00,20292,20292,20186,20201,35.05208035,70.80376904100078
2022-09-27T09:00:00+02:00,20199,20282,20174,20271,40.1087885,72.25514090300078
2022-09-27T09:30:00+02:00,20275,20275,20181,20182,32.49674921,73.32795999400078
2022-09-27T10:00:00+02:00,20182,20225,20182,20194,51.45302133,73.94582418550077
2022-09-27T10:30:00+02:00,20190,20206,20122,20144,34.67051131,74.45656826950076
2022-09-27T11:00:00+02:00,20138,20161,20086,20106,74.88775995,77.68966685750077
2022-09-27T11:30:00+02:00,20104,20208,20104,20180,59.50061887,79.50640621950076
2022-09-27T12:00:00+02:00,20186,20268,20184,20268,80.19703559,81.75340107200077
2022-09-27T12:30:00+02:00,20266,20276,20209,20220,53.58041737,83.14052544250077
2022-09-27T13:00:00+02:00,20223,20281,20177,20216,53.22570661,73.59216999050076
2022-09-27T13:30:00+02:00,20222,20327,20209,20234,62.56548961,66.77311898950077
2022-09-27T14:00:00+02:00,20230,20381,20213,20267,64.20555632,67.53767372300076
2022-09-27T14:30:00+02:00,20262,20366,20257,20284,50.67653608,62.637346325500765
2022-09-27T15:00:00+02:00,20269,20269,20097,20140,77.82295939,53.542514850500766
2022-09-27T15:30:00+02:00,20156,20340,20127,20189,43.93071306,54.141407963000766
2022-09-27T16:00:00+02:00,20201,20232,20082,20151,102.15165059,55.852936832000765
2022-09-27T16:30:00+02:00,20148,20234,20139,20207,88.17083918,58.10156429550076
2022-09-27T17:00:00+02:00,20203,20247,20099,20114,46.66192091,57.794872872500754
2022-09-27T17:30:00+02:00,20112,20160,19871,19887,160.10629221,64.08115587600075
2022-09-27T18:00:00+02:00,19883,19943,19387,19501,386.72984101,79.90972437250075
2022-09-27T18:30:00+02:00,19483,19494,18935,19114,280.77938498,92.19608960400075
2022-09-27T19:00:00+02:00,19097,19104,18874,18949,137.56475182,97.06888777000076
2022-09-27T19:30:00+02:00,18942,19031,18869,18961,227.35057028,106.81157882350075
2022-09-27T20:00:00+02:00,18957,18993,18822,18955,115.20445568,109.99915054100077
2022-09-27T20:30:00+02:00,18935,19161,18924,19154,188.65057667,117.69815380900077
2022-09-27T21:00:00+02:00,19146,19176,19051,19052,168.13645324,122.36058847350075
2022-09-27T21:30:00+02:00,19063,19152,18963,19082,79.04382614,123.33774883700076
2022-09-27T22:00:00+02:00,19068,19099,18998,19018,77.49908178,123.20285114650076
2022-09-27T22:30:00+02:00,19016,19071,18947,19071,24.57634757,121.75264765650077
2022-09-27T23:00:00+02:00,19074,19078,18969,19014,18.68929961,120.02582730650076
2022-09-27T23:30:00+02:00,19014,19054,18933,18993,77.04143239,120.74962444550076
2022-09-28T00:00:00+02:00,18986,19085,18929,19070,76.69819291,121.37425627500076
2022-09-28T00:30:00+02:00,19074,19095,19017,19079,39.28869174,120.80486405800077
2022-09-28T01:00:00+02:00,19068,19162,19066,19103,31.1087808,118.46915512850077
2022-09-28T01:30:00+02:00,19101,19127,19075,19075,23.83009862,117.46412440650079
2022-09-28T02:00:00+02:00,19085,19231,19072,19215,330.71410478,128.8922471160008
2022-09-28T02:30:00+02:00,19210,19210,19089,19092,58.60473167,127.4139417405008
2022-09-28T03:00:00+02:00,19102,19142,18941,18951,136.58242256,131.90996682300081
2022-09-28T03:30:00+02:00,18949,19020,18936,18999,169.09885541,132.35959498300082
2022-09-28T04:00:00+02:00,18999,19009,18538,18627,221.7350799,124.1098569275008
2022-09-28T04:30:00+02:00,18642,18680,18461,18628,93.92821801,114.7672985790008
2022-09-28T05:00:00+02:00,18634,18779,18633,18755,40.80061891,109.92909193350081
2022-09-28T05:30:00+02:00,18765,18765,18689,18741,22.66301962,99.69471440050081
2022-09-28T06:00:00+02:00,18744,18796,18712,18794,17.86627974,94.82780560350082
2022-09-28T06:30:00+02:00,18787,18822,18749,18765,73.35907198,89.06323036900082
2022-09-28T07:00:00+02:00,18758,18774,18666,18762,33.86566152,82.34969078300081
2022-09-28T07:30:00+02:00,18762,18829,18732,18818,54.89502653,81.14225080250081
2022-09-28T08:00:00+02:00,18818,18888,18771,18794,67.72219705,80.65340656600081
2022-09-28T08:30:00+02:00,18787,18801,18691,18696,19.51799418,80.4004888965008
2022-09-28T09:00:00+02:00,18707,18758,18623,18739,39.01917855,81.4169828435008
2022-09-28T09:30:00+02:00,18741,18805,18722,18785,48.98507562,80.01416500500082
2022-09-28T10:00:00+02:00,18783,18796,18707,18743,37.73150232,78.0658304755008
2022-09-28T10:30:00+02:00,18735,18756,18700,18738,22.43812691,77.2233022340008
2022-09-28T11:00:00+02:00,18742,18744,18560,18660,224.84243218,86.90998480300081
2022-09-28T11:30:00+02:00,18658,18678,18611,18655,60.86261099,88.7616104215008
2022-09-28T12:00:00+02:00,18647,19014,18580,18912,236.13480496,84.03264543050079
2022-09-28T12:30:00+02:00,18940,19147,18919,19002,150.31805766,88.61831173000078
2022-09-28T13:00:00+02:00,19002,19030,18858,18914,105.71214784,87.07479799400079
2022-09-28T13:30:00+02:00,18918,18978,18877,18940,27.84872487,80.0122914670008
2022-09-28T14:00:00+02:00,18954,19056,18946,19014,48.10752235,71.3309135895008
2022-09-28T14:30:00+02:00,19010,19123,19002,19071,41.90302607,68.72965399250079
2022-09-28T15:00:00+02:00,19077,19182,19021,19155,175.46803126,75.4630246100008
2022-09-28T15:30:00+02:00,19146,19197,19040,19127,96.0184477,79.13079601400081
2022-09-28T16:00:00+02:00,19125,19292,19046,19292,114.17350722,83.9461573880008
2022-09-28T16:30:00+02:00,19296,19473,19258,19384,245.50291414,92.5533494960008
2022-09-28T17:00:00+02:00,19379,19496,19372,19423,90.80332652,95.4002327460008
2022-09-28T17:30:00+02:00,19419,19500,19368,19500,34.46875443,94.37891914100081
2022-09-28T18:00:00+02:00,19498,19656,19474,19506,89.3595281,95.46078569350081
2022-09-28T18:30:00+02:00,19502,19579,19487,19505,19.85794503,95.47778323600082
2022-09-28T19:00:00+02:00,19506,19590,19472,19572,20.55098141,94.55437337900081
2022-09-28T19:30:00+02:00,19573,19602,19266,19372,115.57140166,97.8836896810008
2022-09-28T20:00:00+02:00,19348,19461,19286,19461,58.67830971,98.93103005050081
2022-09-28T20:30:00+02:00,19482,19636,19444,19560,69.96810454,101.3075289320008
2022-09-28T21:00:00+02:00,19547,19600,19464,19486,37.13242911,91.9220287785008
2022-09-28T21:30:00+02:00,19501,19651,19487,19543,30.97608383,90.42770242050082
2022-09-28T22:00:00+02:00,19538,19621,19500,19532,77.47894104,82.49490922450082
